UID,Name,Wins,Losses,Draws,NC,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
208b6926916867c7,Zach Rosol,3,2,0,0,,243.0,,,,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0
51c655162e462ceb,Shannon Ross,13,7,0,0,66.0,125.0,66.0,Switch,1989-05-12,6.57,0.37,8.99,0.52,0.0,0.0,1.0,0.0
ff3a915256b899c0,Nick Rossborough,26,19,1,0,77.0,205.0,,,1981-11-18,2.8,0.35,4.33,0.35,0.0,0.0,1.0,0.0
af49a6c491ca22a3,Kristian Rothaermel,4,3,0,0,72.0,205.0,,Open Stance,1972-01-31,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0
bd58d34e39b7b12a,Ben Rothwell,39,14,0,0,76.0,265.0,78.0,Orthodox,1981-10-17,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4
872b018076f831b0,Rick Roufus,4,6,0,0,72.0,207.0,,Southpaw,,0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0
749f572d1d3161fb,Khalil Rountree Jr.,12,5,0,1,73.0,205.0,76.0,Southpaw,1990-02-26,3.67,0.38,4.19,0.5,0.0,0.0,0.54,0.1
8bdac25ce0bb874d,Ronda Rousey,12,2,0,0,67.0,135.0,66.0,Orthodox,1987-02-01,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8
cba3a2dfbc06ce79,Ray Routh,2,1,0,0,68.0,185.0,,Orthodox,,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0
9d7fbf438766791f,Roberta Rovel,4,1,0,0,68.0,145.0,,,,0.87,0.46,3.0,0.26,0.0,0.0,1.0,0.0
8e382b585a92affe,Phil Rowe,10,4,0,0,75.0,170.0,80.0,Orthodox,1990-07-18,3.94,0.52,4.32,0.54,0.85,0.4,0.59,0.4
8ebc3a8da015d70c,Cameron Rowston,8,2,0,0,,185.0,,,1995-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712aa894b3a344df,Kain Royer,2,2,0,0,,185.0,,,,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1
09f8c233de88998d,Brad Royster,1,2,0,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6e15f63b6c2e2c15,Brandon Royval,15,6,0,0,69.0,125.0,68.0,Southpaw,1992-08-16,3.45,0.38,2.63,0.5,0.66,1.0,0.39,2.3
2cd428e9606856fd,Jairzinho Rozenstruik,13,5,0,0,74.0,242.0,78.0,Orthodox,1988-03-17,2.81,0.45,3.15,0.45,0.0,0.0,0.73,0.0
140745cbbcb023ac,Mauricio Rua,27,14,1,0,73.0,205.0,76.0,Orthodox,1981-11-25,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7
90e7447d8b7f3f35,Murilo Rua,20,13,1,0,71.0,185.0,,Orthodox,1980-05-22,2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2
597db668b01c442c,Marco Ruas,9,4,2,0,73.0,210.0,,Orthodox,1961-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94070f6544c4b2a5,Rodrigo Ruas,4,5,1,1,70.0,185.0,,Orthodox,1977-10-06,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0
c4731f43693b96b8,Rodolfo Rubio Perez,10,16,1,0,65.0,145.0,,Orthodox,1987-01-29,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0
ccba80d4820ef557,Gabe Ruediger,18,8,0,0,70.0,155.0,,Orthodox,1977-08-29,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0
7b9aa973e5c04624,Eddie Ruiz,1,1,0,0,67.0,155.0,,Orthodox,1967-06-10,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0
657c21cb133f1445,Anthony Ruiz,33,22,0,0,74.0,205.0,,Orthodox,1977-11-03,2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0
babc0b19e89cec6e,Paul Ruiz,7,4,0,0,66.0,135.0,,,1987-06-23,1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9
353de740bb6c7e75,Mike Russow,15,3,0,1,73.0,255.0,73.0,Orthodox,1976-09-11,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7
03688dc3c3af3ac1,Bas Rutten,28,4,1,0,73.0,205.0,,Orthodox,1965-02-24,5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0
49d2a08964c5eb11,Nursulton Ruziboev,34,8,2,0,77.0,185.0,76.0,Orthodox,1993-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5b1b383265433f51,Casey Ryan,7,3,0,0,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1669a810fae4220,Yusup Saadulaev,16,4,1,1,66.0,135.0,,,1985-03-31,0.57,0.45,0.96,0.66,5.73,0.6,0.0,1.0
3c8a5200436e19f3,Cameron Saaiman,8,0,0,0,68.0,135.0,67.0,Southpaw,2000-12-20,5.39,0.47,2.59,0.59,0.71,0.5,0.4,0.4
7956f026e2672c47,Pete Sabala,3,15,0,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cb7ee07982de2a28,Danny Sabatello,9,1,0,0,70.0,135.0,71.0,Orthodox,1993-03-31,2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0
b8bbdeff718dbb7d,Pat Sabatini,18,4,0,0,68.0,145.0,70.0,Orthodox,1990-11-09,1.95,0.59,1.35,0.51,3.83,0.45,0.42,1.9
2650e2f846a30f64,Amir Sadollah,6,5,0,0,70.0,170.0,75.0,Orthodox,1980-08-27,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3
ff62013d2fce6d13,Nazim Sadykhov,8,1,0,0,70.0,155.0,69.0,Southpaw,1994-05-16,5.17,0.52,4.47,0.56,0.66,1.0,0.8,0.0
9ba2226646046b63,Frankie Saenz,13,7,0,0,66.0,135.0,66.0,Orthodox,1980-08-12,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1
88d7b6d8230e1f3f,Saparbeg Safarov,9,3,0,0,73.0,185.0,78.0,Orthodox,1986-10-14,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0
0749d968e932df53,Tarec Saffiedine,16,7,0,0,70.0,170.0,70.0,Switch,1986-09-06,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
4ac1ecf8ce59ef23,Jason Saggo,12,4,0,0,71.0,155.0,71.0,Orthodox,1985-11-23,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0
c2299ec916bc7c56,Benoit Saint Denis,10,1,0,1,71.0,155.0,73.0,Southpaw,1995-12-18,4.37,0.52,6.72,0.41,3.36,0.3,0.85,1.1
50db8711c70196cd,Ovince Saint Preux,26,17,0,0,75.0,205.0,80.0,Southpaw,1983-04-08,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5
fb41432b622992a9,Lukasz Sajewski,13,3,0,0,68.0,155.0,71.0,Orthodox,1990-11-27,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0
94a5aaf573f780ad,Yukio Sakaguchi,6,7,0,0,69.0,185.0,,Orthodox,1973-07-26,0.3,0.25,2.4,0.5,4.5,1.0,0.0,9.0
441eacbe20e0e80b,Augusto Sakai,16,5,1,0,75.0,265.0,77.0,Orthodox,1991-05-09,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0
7f955f71fa2ce7ac,Alessio Sakara,19,11,0,2,72.0,185.0,72.0,Orthodox,1981-09-02,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0
d7907a9a968e4d29,Wataru Sakata,11,14,0,0,69.0,195.0,,Southpaw,1973-03-11,1.11,0.61,2.08,0.31,0.0,0.0,0.0,0.0
4690d47bf725fd98,Gokhan Saki,1,2,0,0,72.0,205.0,73.0,Orthodox,1983-10-19,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0
9b5b5a75523728f3,Kazushi Sakuraba,26,17,1,2,72.0,185.0,,Southpaw,1969-07-14,1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7
85e26e2468b4e82f,Hayato Sakurai,38,13,2,0,67.0,168.0,,Orthodox,1975-08-24,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3
ff9578cdbfabd323,Ryuta Sakurai,24,24,6,0,67.0,183.0,,Orthodox,,1.8,0.48,3.44,0.58,0.52,1.0,0.36,1.6
9b198c73e3d0d289,Justin Salas,12,7,0,0,68.0,155.0,70.0,Southpaw,1982-03-13,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0
394f55ebca199124,Ivan Salaverry,14,9,0,0,72.0,185.0,,Orthodox,1971-01-11,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5
72c4b253d2f5ebf2,Roman Salazar,10,6,0,1,67.0,135.0,,Orthodox,1988-02-21,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
12e0fdc606f7e274,Luis Saldana,16,7,1,0,71.0,145.0,73.0,Orthodox,1991-01-27,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2
3e36811b7bc1f6ad,John Salgado,4,8,1,0,70.0,170.0,,,,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0
447f9858ae78f921,Muslim Salikhov,19,4,0,0,71.0,170.0,70.0,Orthodox,1984-06-09,3.37,0.51,2.91,0.62,1.31,0.4,0.73,0.0
74d5f71eeb0c66c7,Gabriel Salinas-Jones,5,2,1,0,73.0,245.0,,,1984-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a049aa06508b9c7b,Brandon Saling,8,6,0,0,70.0,170.0,,,1986-01-28,2.88,0.4,6.08,0.2,0.0,0.0,0.57,0.0
7c0847d3854a95f2,Sean Salmon,18,21,0,0,70.0,185.0,,Southpaw,1977-09-11,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0
98e946879ba20c0f,Boston Salmon,6,3,0,0,69.0,135.0,69.0,Southpaw,1990-11-20,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0
010986ee359fb863,John Salter,14,3,0,0,73.0,185.0,74.0,Southpaw,1985-03-21,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
65cdf4ec31143d86,Vinicius Salvador,14,5,0,0,67.0,125.0,70.0,Southpaw,1996-07-24,5.17,0.41,5.29,0.56,0.62,0.14,0.86,0.0
a7a3fb5f6c67b122,Dylan Salvador,5,1,0,0,,155.0,,,1993-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9deff9e3e8d94d47,Josh Samman,13,4,0,0,75.0,185.0,79.0,Orthodox,1988-03-14,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4
b23388ff8ac6637b,Johnny Sampaio,3,1,0,0,68.0,170.0,,Orthodox,1975-09-11,1.32,0.4,2.64,0.5,9.89,0.5,0.0,9.9
f65dcb22dada2223,Josh Sampo,11,5,0,0,64.0,125.0,64.0,Orthodox,1984-07-24,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1
983e281d257c24dc,Josh San Diego,8,3,0,0,70.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82e7929bf6c2b689,Diego Sanchez,31,13,0,0,70.0,170.0,72.0,Southpaw,1981-12-31,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
7f0b4a75ef3039a3,Eddie Sanchez,15,8,0,0,74.0,230.0,74.0,Orthodox,1982-11-04,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0
c6da1c24fe473418,Julian Sanchez,0,1,0,0,75.0,300.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6a0047ac8c99fece,Bobby Sanchez,10,35,0,0,67.0,155.0,,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
bb140b121283acbb,Donald Sanchez,31,17,0,0,70.0,145.0,,,1984-08-18,0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0
b12fc8a41e82d3a2,Joby Sanchez,11,4,0,0,66.0,135.0,68.0,Orthodox,1991-06-24,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4
243a336eaa2d2eb4,Emmanuel Sanchez,15,3,0,0,69.0,145.0,71.0,,1990-08-11,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5
ef3663798164adf0,Erick Sanchez,8,3,0,0,70.0,145.0,,,1990-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fccf811c1e8b01c7,Andrew Sanchez,13,7,0,0,73.0,185.0,74.0,Orthodox,1988-04-08,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0
546f8599a63c29da,Robert Sanchez,8,2,0,0,66.0,125.0,66.0,Orthodox,1986-03-05,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7
59aaf2730b84698a,Jesse Sanders,23,7,0,0,72.0,170.0,,Orthodox,,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0
96428b9e9bd048ea,Luke Sanders,13,5,0,0,66.0,135.0,67.0,Southpaw,1985-12-12,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2
12f1b140e248bdb9,Jerrod Sanders,16,3,0,1,68.0,135.0,72.0,Orthodox,1979-10-01,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
65f09bacd3957381,Cory Sandhagen,16,4,0,0,71.0,135.0,70.0,Switch,1992-04-20,5.98,0.44,3.9,0.57,0.89,0.21,0.64,0.3
9d51bcc281aa0514,Hugo Sandoval,2,3,0,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f9ad10f6a49e5452,Raul Sandoval,3,3,0,0,,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696002b59f09d73b,Joseph Sandoval,7,7,0,0,67.0,135.0,,Southpaw,1986-05-11,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0
449c890bd90f3374,Hector Sandoval,14,4,0,0,62.0,125.0,64.0,Orthodox,1986-07-19,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
29f935654825331b,Chris Sanford,5,1,0,0,71.0,185.0,,Orthodox,1968-03-12,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5
57887765f831e228,Roldan Sangcha'an,4,2,0,0,64.0,125.0,,Orthodox,1990-12-04,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0
4c12aa7ca246e7a4,Yuhi Sano,0,4,0,0,71.0,243.0,,Orthodox,1965-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16a64f93f6678b7b,Martin Sano,4,3,1,0,71.0,170.0,75.0,Orthodox,1991-05-30,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0
3143e5daff9e5b71,Jonathan Santa Maria,3,4,0,0,69.0,125.0,,,,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0
d6ead04919a894b1,Duda Santana,3,1,0,0,67.0,145.0,73.0,Orthodox,1996-01-10,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0
19809d475ed832d5,Shaheen Santana,6,1,0,0,73.0,155.0,75.0,Orthodox,1991-06-04,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8
39792c2f42c9f527,Sean Santella,17,6,1,1,65.0,125.0,,,1984-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f8dc544e7077d014,Jorge Santiago,25,12,0,0,73.0,170.0,75.0,Orthodox,1980-10-09,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8
bc656db347f31e19,Mike Santiago,19,12,0,0,70.0,145.0,69.0,Orthodox,1989-07-28,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1
4920292f5d9b76df,Will Santiago,9,5,0,0,67.0,185.0,,Orthodox,1983-02-08,1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0
9f95d6b5b459cc6b,Richie Santiago,7,2,0,0,67.0,135.0,67.0,Southpaw,1992-10-10,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0
8299206ccebc44a7,Jose Santibanez,10,3,0,0,,155.0,,,1980-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012fc7cd0779c09a,Art Santore,18,8,0,0,74.0,185.0,,,1972-10-26,1.4,0.12,7.31,0.52,0.0,0.0,1.0,0.0
c6e6926a81adcd00,Adriano Santos,0,1,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ca4c3f8aa8bacae,Paulo Santos,0,3,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99bf06f20491cb54,Evangelista Santos,21,18,0,0,70.0,170.0,76.0,Orthodox,1977-12-12,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4
7701377be464d2ef,Luis Santos,63,10,1,1,73.0,170.0,,Southpaw,,4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0
14aa21bc82cac57d,Iliarde Santos,30,13,1,1,65.0,125.0,67.0,Orthodox,1980-09-25,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0
9c65736747ca92ec,Leonardo Santos,18,7,1,0,72.0,155.0,75.0,Orthodox,1980-02-05,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2
dea070ed4a2a8281,Thiago Santos,22,11,0,0,74.0,205.0,76.0,Orthodox,1984-01-07,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1
da1d8d76404bb6b5,Bruno Santos,15,2,0,0,69.0,185.0,,Orthodox,1987-07-17,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3
5b5b78116d1fc3eb,Andre Santos,38,10,0,0,72.0,170.0,,,,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0
d12ee718fb35c35c,Gleristone Santos,33,7,0,0,69.0,145.0,,,1988-08-20,3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0
3143bf892608139a,Yana Santos,14,7,0,1,66.0,135.0,68.0,Orthodox,1989-11-11,3.82,0.55,2.81,0.5,1.28,0.53,0.45,0.2
f7467152fd9f18a2,Taila Santos,19,2,0,0,66.0,125.0,68.0,Orthodox,1993-06-22,3.35,0.5,2.43,0.59,2.29,0.88,0.78,1.3
4cb79988b2a9bd07,Marilia Santos,10,3,0,0,64.0,125.0,,Orthodox,1992-12-12,4.4,0.54,4.07,0.53,1.0,1.0,0.66,1.0
78719f6663ad9160,Edivan Santos,12,3,1,1,76.0,248.0,78.0,Orthodox,1992-05-03,1.55,0.48,7.09,0.26,0.0,0.0,0.25,0.0
b67d6bacc68d4c92,Daniel Santos,12,2,0,0,67.0,135.0,67.0,Orthodox,1995-03-12,4.26,0.37,5.12,0.5,1.9,0.5,0.73,0.0
f2f140ce7532e327,Gabriel Santos,10,2,0,0,69.0,145.0,70.0,Orthodox,1996-11-28,4.46,0.55,6.03,0.44,4.34,0.46,0.66,1.2
5078e1dacf9d25f4,Luana Santos,5,1,0,0,,125.0,,,2000-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d147d4163a6989b,Nick Sanzo,1,1,0,0,69.0,190.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9f3d6ddef3d3cccc,Bob Sapp,11,20,0,0,77.0,350.0,,Orthodox,1974-09-22,3.19,0.55,1.88,0.49,0.58,1.0,0.72,0.0
7e47047d0971d566,Daniel Sarafian,10,6,0,0,69.0,185.0,73.0,Orthodox,1982-08-21,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7
57186c150c645200,Jeka Saragih,13,3,0,0,68.0,155.0,69.0,Orthodox,1995-01-01,2.77,0.51,2.56,0.42,1.89,1.0,0.6,0.6
4f4dac51adc1af4f,Diego Saraiva,22,20,1,0,66.0,155.0,,Orthodox,1982-04-23,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7
026b4f7049085842,Harris Sarmiento,36,26,0,0,69.0,155.0,,Orthodox,1983-09-09,0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0
2097b1a5ff47dfb0,Alexander Sarnavskiy,35,6,0,0,71.0,155.0,,,1989-01-17,1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0
e5c38954c006f15c,Yuki Sasaki,25,22,2,0,74.0,185.0,,Orthodox,1976-09-12,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0
23bd78c3f89bdb54,Kyosuke Sasaki,3,7,4,0,67.0,183.0,,Southpaw,,0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0
7c3c48cf54a2848e,Yuta Sasaki,21,6,2,0,70.0,125.0,71.0,Southpaw,1989-10-07,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2
7b143a54451263d9,Paul Sass,14,2,0,0,72.0,155.0,73.0,Orthodox,1988-08-04,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4
b7bcf6dfbbb7c16c,Keisuke Sasu,11,3,1,0,65.0,145.0,69.0,Switch,1994-09-30,2.76,0.49,2.42,0.48,3.76,0.4,0.61,1.9
f4a031ac205ac580,Masaaki Satake,1,8,1,0,73.0,220.0,,Orthodox,1965-08-17,1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0
276c60b14b571dd4,Takenori Sato,19,11,7,1,70.0,170.0,,Southpaw,1985-06-08,0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0
8abac218746e04ca,Takashi Sato,16,7,0,0,70.0,170.0,73.0,Southpaw,1990-06-09,2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0
f6f9d41669dd3eaa,Jeimeson Saudino,8,5,0,0,66.0,135.0,,,1991-03-05,0.66,0.3,0.82,0.84,2.47,0.5,0.0,2.5
36ab6af06e312b41,Tom Sauer,25,12,0,0,73.0,263.0,,,1970-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20bd6c3e03c46ee6,Townsend Saunders,0,2,0,0,65.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484acc7b0f856ce9,Ben Saunders,22,13,2,0,74.0,170.0,77.0,Orthodox,1983-04-13,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3
4fe9492959834bf7,Chad W. Saunders,7,2,0,0,70.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b35a159f525764eb,Chris Saunders,16,8,0,0,68.0,155.0,,,1986-03-11,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0
402ea3b5ee233852,Lumumba Sayers,6,5,0,0,72.0,185.0,,,1978-06-30,2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5
5b8ba8f5512893b1,Matt Sayles,8,4,0,0,67.0,155.0,68.0,Orthodox,1994-02-21,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7
72b7c071910990b1,Brandon Sayles,5,1,0,0,77.0,265.0,,,1981-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771b60ff889661c8,Mark Scanlon,9,2,0,0,69.0,170.0,,Orthodox,,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0
f59f1d3a2ff13edd,Eric Schafer,14,8,2,0,75.0,185.0,76.0,Orthodox,1977-09-20,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
030f08370fd1c2bb,Kerry Schall,24,13,0,1,74.0,265.0,,Orthodox,1971-08-09,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0
66e981516e2476d1,Eric Schambari,15,6,0,0,71.0,185.0,,Orthodox,1978-04-22,1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0
89a407032911e27e,Brendan Schaub,10,5,0,0,76.0,245.0,78.0,Orthodox,1983-03-18,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4
a296ad1d238d97df,Matheus Scheffel,14,7,0,0,74.0,205.0,75.0,Orthodox,1992-11-04,1.33,0.36,3.0,0.47,0.0,0.0,1.0,0.0
a3244e3238541482,Antonio Schembri,5,5,0,0,69.0,205.0,,Orthodox,1974-06-01,0.72,0.26,2.12,0.55,1.31,0.4,0.0,0.4
0bc7e61d204f2137,Fabiano Scherner,11,10,0,3,75.0,257.0,,Orthodox,1972-06-30,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0
1208ffc5be6e31ad,Samy Schiavo,10,6,0,0,68.0,155.0,,Orthodox,1975-12-24,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9
de12bd65e2f46478,Pat Schilling,5,2,0,0,68.0,145.0,,Orthodox,1988-08-28,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0
f41fad444939056b,Joe Schilling,2,5,0,0,75.0,185.0,,,,2.84,0.52,2.64,0.48,0.0,0.0,0.44,0.0
d5ed14b2153c6ed2,Semmy Schilt,26,14,1,0,82.0,265.0,,Orthodox,1973-10-27,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1
89ea01f5a7ada40c,Adam Schindler,10,6,0,0,68.0,155.0,,,1983-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bd02e222a6166d50,Daniel Schmitt,2,3,0,0,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aa943b9bc00cb0ed,Colleen Schneider,11,7,0,0,,135.0,,,,2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0
67c1d46f4ed16f9e,Matt Schnell,16,7,0,1,68.0,125.0,70.0,Orthodox,1990-01-15,4.24,0.39,4.46,0.55,0.63,0.44,0.46,1.1
fdfef29ba17ee525,Alex Schoenauer,15,10,0,0,75.0,185.0,,Orthodox,1976-05-05,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9
5a558ba1ff5e9121,Darrill Schoonover,14,8,0,0,74.0,220.0,,Orthodox,1985-07-18,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1
d86e913c548c07c2,Bob Schrijber,20,17,1,0,72.0,240.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040426baba8a45e8,Nate Schroeder,11,10,0,0,73.0,230.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e44c679c30403cba,Lacey Schuckman,11,10,0,0,63.0,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1684f00c626f4c0,Mark Schultz,1,1,0,0,69.0,200.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99c80d2bd5dbe5a9,Brian Schwartz,1,1,0,0,75.0,170.0,,Orthodox,,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0
79cbdf233e5e0496,Eric Schwartz,2,0,0,0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9fa568ad2bf2cb0b,Justin Scoggins,11,5,0,0,67.0,125.0,66.0,Southpaw,1992-05-02,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5
34e552520a934063,Brad Scott,11,6,0,0,73.0,170.0,76.0,Orthodox,1989-06-24,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7
0b235384fe23fc9c,Greg Scott,3,4,0,0,69.0,145.0,,,,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0
0c01568b1ac77bff,Mike Seal,13,15,1,1,76.0,185.0,,Orthodox,,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0
d1ce40aca99a9b70,Matt Secor,8,4,0,0,72.0,170.0,,,1986-09-26,0.51,0.2,0.81,0.5,3.03,1.0,0.0,3.0
55e94a9b525dcf45,Kenneth Seegrist,4,7,0,0,72.0,185.0,,Orthodox,,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4
