Name,Wins,Losses,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,URL
Kevin Rosier,2,6,76.0,275.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/598a58db87b890ee
Zach Rosol,3,2,,243.0,,,,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/208b6926916867c7
Shannon Ross,13,7,66.0,125.0,66.0,Switch,1989-05-12,6.57,0.37,8.99,0.52,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/51c655162e462ceb
Nick Rossborough,26,19,77.0,205.0,,,1981-11-18,2.8,0.35,4.33,0.35,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/ff3a915256b899c0
Kristian Rothaermel,4,3,72.0,205.0,,Open Stance,1972-01-31,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/af49a6c491ca22a3
Ben Rothwell,39,14,76.0,265.0,78.0,Orthodox,1981-10-17,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Rick Roufus,4,6,72.0,207.0,,Southpaw,,0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/872b018076f831b0
Khalil Rountree Jr.,12,5,73.0,205.0,76.0,Southpaw,1990-02-26,3.67,0.38,4.19,0.5,0.0,0.0,0.54,0.1,http://ufcstats.com/fighter-details/749f572d1d3161fb
Ronda Rousey,12,2,67.0,135.0,66.0,Orthodox,1987-02-01,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Ray Routh,2,1,68.0,185.0,,Orthodox,,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0,http://ufcstats.com/fighter-details/cba3a2dfbc06ce79
Roberta Rovel,4,1,68.0,145.0,,,,0.87,0.46,3.0,0.26,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/9d7fbf438766791f
Phil Rowe,10,3,75.0,170.0,80.0,Orthodox,1990-07-18,4.39,0.52,4.97,0.53,0.81,0.37,0.52,0.5,http://ufcstats.com/fighter-details/8e382b585a92affe
Kain Royer,2,2,,185.0,,,,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1,http://ufcstats.com/fighter-details/712aa894b3a344df
Brad Royster,1,2,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/09f8c233de88998d
Brandon Royval,14,6,69.0,125.0,68.0,Southpaw,1992-08-16,3.32,0.36,2.72,0.5,0.7,1.0,0.39,2.4,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Jairzinho Rozenstruik,13,4,74.0,242.0,78.0,Orthodox,1988-03-17,2.93,0.46,3.23,0.45,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/2cd428e9606856fd
Mauricio Rua,27,14,73.0,205.0,76.0,Orthodox,1981-11-25,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,http://ufcstats.com/fighter-details/140745cbbcb023ac
Murilo Rua,20,13,71.0,185.0,,Orthodox,1980-05-22,2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2,http://ufcstats.com/fighter-details/90e7447d8b7f3f35
Marco Ruas,9,4,73.0,210.0,,Orthodox,1961-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/597db668b01c442c
Rodrigo Ruas,4,5,70.0,185.0,,Orthodox,1977-10-06,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/94070f6544c4b2a5
Rodolfo Rubio Perez,10,16,65.0,145.0,,Orthodox,1987-01-29,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,http://ufcstats.com/fighter-details/c4731f43693b96b8
Gabe Ruediger,18,8,70.0,155.0,,Orthodox,1977-08-29,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,http://ufcstats.com/fighter-details/ccba80d4820ef557
Eddie Ruiz,1,1,67.0,155.0,,Orthodox,1967-06-10,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,http://ufcstats.com/fighter-details/7b9aa973e5c04624
Anthony Ruiz,33,22,74.0,205.0,,Orthodox,1977-11-03,2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0,http://ufcstats.com/fighter-details/657c21cb133f1445
Paul Ruiz,7,4,66.0,135.0,,,1987-06-23,1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9,http://ufcstats.com/fighter-details/babc0b19e89cec6e
Mike Russow,15,3,73.0,255.0,73.0,Orthodox,1976-09-11,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,http://ufcstats.com/fighter-details/353de740bb6c7e75
Bas Rutten,28,4,73.0,205.0,,Orthodox,1965-02-24,5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/03688dc3c3af3ac1
Casey Ryan,7,3,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5b1b383265433f51
Yusup Saadulaev,16,4,66.0,135.0,,,1985-03-31,0.57,0.45,0.96,0.66,5.73,0.6,0.0,1.0,http://ufcstats.com/fighter-details/b1669a810fae4220
Cameron Saaiman,8,0,68.0,135.0,67.0,Southpaw,2000-12-20,5.39,0.47,2.59,0.59,0.71,0.5,0.4,0.4,http://ufcstats.com/fighter-details/3c8a5200436e19f3
Pete Sabala,3,15,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7956f026e2672c47
Danny Sabatello,9,1,70.0,135.0,71.0,Orthodox,1993-03-31,2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0,http://ufcstats.com/fighter-details/cb7ee07982de2a28
Pat Sabatini,17,4,68.0,145.0,70.0,Orthodox,1990-11-09,1.67,0.55,1.5,0.52,3.75,0.42,0.42,1.9,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
Amir Sadollah,6,5,70.0,170.0,75.0,Orthodox,1980-08-27,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,http://ufcstats.com/fighter-details/2650e2f846a30f64
Nazim Sadykhov,8,1,70.0,155.0,69.0,Southpaw,1994-05-16,5.17,0.52,4.47,0.56,0.66,1.0,0.8,0.0,http://ufcstats.com/fighter-details/ff62013d2fce6d13
Frankie Saenz,13,7,66.0,135.0,66.0,Orthodox,1980-08-12,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,http://ufcstats.com/fighter-details/9ba2226646046b63
Saparbeg Safarov,9,3,73.0,185.0,78.0,Orthodox,1986-10-14,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
Tarec Saffiedine,16,7,70.0,170.0,70.0,Switch,1986-09-06,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,http://ufcstats.com/fighter-details/0749d968e932df53
Jason Saggo,12,4,71.0,155.0,71.0,Orthodox,1985-11-23,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23
Benoit Saint Denis,10,1,71.0,155.0,73.0,Southpaw,1995-12-18,4.37,0.52,6.72,0.41,3.36,0.3,0.85,1.1,http://ufcstats.com/fighter-details/c2299ec916bc7c56
Ovince Saint Preux,26,17,75.0,205.0,80.0,Southpaw,1983-04-08,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5,http://ufcstats.com/fighter-details/50db8711c70196cd
Lukasz Sajewski,13,3,68.0,155.0,71.0,Orthodox,1990-11-27,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,http://ufcstats.com/fighter-details/fb41432b622992a9
Yukio Sakaguchi,6,7,69.0,185.0,,Orthodox,1973-07-26,0.3,0.25,2.4,0.5,4.5,1.0,0.0,9.0,http://ufcstats.com/fighter-details/94a5aaf573f780ad
Augusto Sakai,16,5,75.0,265.0,77.0,Orthodox,1991-05-09,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,http://ufcstats.com/fighter-details/441eacbe20e0e80b
Alessio Sakara,19,11,72.0,185.0,72.0,Orthodox,1981-09-02,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac
Wataru Sakata,11,14,69.0,195.0,,Southpaw,1973-03-11,1.11,0.61,2.08,0.31,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d7907a9a968e4d29
Gokhan Saki,1,2,72.0,205.0,73.0,Orthodox,1983-10-19,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/4690d47bf725fd98
Kazushi Sakuraba,26,17,72.0,185.0,,Southpaw,1969-07-14,1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7,http://ufcstats.com/fighter-details/9b5b5a75523728f3
Hayato Sakurai,38,13,67.0,168.0,,Orthodox,1975-08-24,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3,http://ufcstats.com/fighter-details/85e26e2468b4e82f
Ryuta Sakurai,24,24,67.0,183.0,,Orthodox,,1.8,0.48,3.44,0.58,0.52,1.0,0.36,1.6,http://ufcstats.com/fighter-details/ff9578cdbfabd323
Justin Salas,12,7,68.0,155.0,70.0,Southpaw,1982-03-13,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,http://ufcstats.com/fighter-details/9b198c73e3d0d289
Ivan Salaverry,14,9,72.0,185.0,,Orthodox,1971-01-11,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,http://ufcstats.com/fighter-details/394f55ebca199124
Roman Salazar,10,6,67.0,135.0,,Orthodox,1988-02-21,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
Luis Saldana,16,7,71.0,145.0,73.0,Orthodox,1991-01-27,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,http://ufcstats.com/fighter-details/12e0fdc606f7e274
John Salgado,4,8,70.0,170.0,,,,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad
Muslim Salikhov,19,3,71.0,170.0,70.0,Orthodox,1984-06-09,3.3,0.49,2.43,0.67,1.2,0.35,0.77,0.0,http://ufcstats.com/fighter-details/447f9858ae78f921
Gabriel Salinas-Jones,5,2,73.0,245.0,,,1984-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/74d5f71eeb0c66c7
Brandon Saling,8,6,70.0,170.0,,,1986-01-28,2.88,0.4,6.08,0.2,0.0,0.0,0.57,0.0,http://ufcstats.com/fighter-details/a049aa06508b9c7b
Sean Salmon,18,21,70.0,185.0,,Southpaw,1977-09-11,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,http://ufcstats.com/fighter-details/7c0847d3854a95f2
Boston Salmon,6,3,69.0,135.0,69.0,Southpaw,1990-11-20,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/98e946879ba20c0f
John Salter,14,3,73.0,185.0,74.0,Southpaw,1985-03-21,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,http://ufcstats.com/fighter-details/010986ee359fb863
Vinicius Salvador,14,4,67.0,125.0,70.0,Southpaw,1996-07-24,8.43,0.45,7.15,0.61,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/65cdf4ec31143d86
Josh Samman,13,4,75.0,185.0,79.0,Orthodox,1988-03-14,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,http://ufcstats.com/fighter-details/9deff9e3e8d94d47
Johnny Sampaio,3,1,68.0,170.0,,Orthodox,1975-09-11,1.32,0.4,2.64,0.5,9.89,0.5,0.0,9.9,http://ufcstats.com/fighter-details/b23388ff8ac6637b
Josh Sampo,11,5,64.0,125.0,64.0,Orthodox,1984-07-24,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,http://ufcstats.com/fighter-details/f65dcb22dada2223
Josh San Diego,8,3,70.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/983e281d257c24dc
Diego Sanchez,31,13,70.0,170.0,72.0,Southpaw,1981-12-31,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,http://ufcstats.com/fighter-details/82e7929bf6c2b689
Eddie Sanchez,15,8,74.0,230.0,74.0,Orthodox,1982-11-04,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3
Julian Sanchez,0,1,75.0,300.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c6da1c24fe473418
Bobby Sanchez,10,35,67.0,155.0,,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/6a0047ac8c99fece
Donald Sanchez,31,17,70.0,145.0,,,1984-08-18,0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/bb140b121283acbb
Joby Sanchez,11,4,66.0,135.0,68.0,Orthodox,1991-06-24,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2
Emmanuel Sanchez,15,3,69.0,145.0,71.0,,1990-08-11,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5,http://ufcstats.com/fighter-details/243a336eaa2d2eb4
Erick Sanchez,8,3,70.0,145.0,,,1990-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ef3663798164adf0
Andrew Sanchez,13,7,73.0,185.0,74.0,Orthodox,1988-04-08,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,http://ufcstats.com/fighter-details/fccf811c1e8b01c7
Robert Sanchez,8,2,66.0,125.0,66.0,Orthodox,1986-03-05,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,http://ufcstats.com/fighter-details/546f8599a63c29da
Jesse Sanders,23,7,72.0,170.0,,Orthodox,,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/59aaf2730b84698a
Luke Sanders,13,5,66.0,135.0,67.0,Southpaw,1985-12-12,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,http://ufcstats.com/fighter-details/96428b9e9bd048ea
Jerrod Sanders,16,3,68.0,135.0,72.0,Orthodox,1979-10-01,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,http://ufcstats.com/fighter-details/12f1b140e248bdb9
Cory Sandhagen,15,4,71.0,135.0,70.0,Switch,1992-04-20,6.15,0.44,4.21,0.56,0.71,0.2,0.63,0.4,http://ufcstats.com/fighter-details/65f09bacd3957381
Hugo Sandoval,2,3,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9d51bcc281aa0514
Raul Sandoval,3,3,,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f9ad10f6a49e5452
Joseph Sandoval,7,7,67.0,135.0,,Southpaw,1986-05-11,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/696002b59f09d73b
Hector Sandoval,14,4,62.0,125.0,64.0,Orthodox,1986-07-19,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,http://ufcstats.com/fighter-details/449c890bd90f3374
Chris Sanford,5,1,71.0,185.0,,Orthodox,1968-03-12,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,http://ufcstats.com/fighter-details/29f935654825331b
Roldan Sangcha'an,4,2,64.0,125.0,,Orthodox,1990-12-04,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,http://ufcstats.com/fighter-details/57887765f831e228
Yuhi Sano,0,4,71.0,243.0,,Orthodox,1965-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4
Martin Sano,4,3,71.0,170.0,75.0,Orthodox,1991-05-30,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/16a64f93f6678b7b
Jonathan Santa Maria,3,4,69.0,125.0,,,,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0,http://ufcstats.com/fighter-details/3143e5daff9e5b71
Duda Santana,3,1,67.0,145.0,73.0,Orthodox,1996-01-10,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,http://ufcstats.com/fighter-details/d6ead04919a894b1
Shaheen Santana,6,1,73.0,155.0,75.0,Orthodox,1991-06-04,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8,http://ufcstats.com/fighter-details/19809d475ed832d5
Sean Santella,17,6,65.0,125.0,,,1984-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/39792c2f42c9f527
Jorge Santiago,25,12,73.0,170.0,75.0,Orthodox,1980-10-09,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,http://ufcstats.com/fighter-details/f8dc544e7077d014
Mike Santiago,19,12,70.0,145.0,69.0,Orthodox,1989-07-28,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,http://ufcstats.com/fighter-details/bc656db347f31e19
Will Santiago,9,5,67.0,185.0,,Orthodox,1983-02-08,1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0,http://ufcstats.com/fighter-details/4920292f5d9b76df
Richie Santiago,7,2,67.0,135.0,67.0,Southpaw,1992-10-10,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b
Jose Santibanez,10,3,,155.0,,,1980-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8299206ccebc44a7
Art Santore,18,8,74.0,185.0,,,1972-10-26,1.4,0.12,7.31,0.52,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/012fc7cd0779c09a
Adriano Santos,0,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c6e6926a81adcd00
Paulo Santos,0,3,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae
Evangelista Santos,21,18,70.0,170.0,76.0,Orthodox,1977-12-12,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,http://ufcstats.com/fighter-details/99bf06f20491cb54
Luis Santos,63,10,73.0,170.0,,Southpaw,,4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7701377be464d2ef
Iliarde Santos,30,13,65.0,125.0,67.0,Orthodox,1980-09-25,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,http://ufcstats.com/fighter-details/14aa21bc82cac57d
Leonardo Santos,18,7,72.0,155.0,75.0,Orthodox,1980-02-05,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,http://ufcstats.com/fighter-details/9c65736747ca92ec
Thiago Santos,22,11,74.0,205.0,76.0,Orthodox,1984-01-07,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Bruno Santos,15,2,69.0,185.0,,Orthodox,1987-07-17,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,http://ufcstats.com/fighter-details/da1d8d76404bb6b5
Andre Santos,38,10,72.0,170.0,,,,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb
Gleristone Santos,33,7,69.0,145.0,,,1988-08-20,3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/d12ee718fb35c35c
Yana Santos,14,6,66.0,135.0,68.0,Orthodox,1989-11-11,4.28,0.56,2.94,0.5,1.53,0.53,0.5,0.2,http://ufcstats.com/fighter-details/3143bf892608139a
Taila Santos,19,2,66.0,125.0,68.0,Orthodox,1993-06-22,3.35,0.5,2.43,0.59,2.29,0.88,0.78,1.3,http://ufcstats.com/fighter-details/f7467152fd9f18a2
Marilia Santos,10,3,64.0,125.0,,Orthodox,1992-12-12,4.4,0.54,4.07,0.53,1.0,1.0,0.66,1.0,http://ufcstats.com/fighter-details/4cb79988b2a9bd07
Edivan Santos,12,3,76.0,248.0,78.0,Orthodox,1992-05-03,1.55,0.48,7.09,0.26,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/78719f6663ad9160
Daniel Santos,9,2,67.0,135.0,67.0,Orthodox,1995-03-12,4.82,0.32,7.52,0.5,1.23,0.33,0.57,0.0,http://ufcstats.com/fighter-details/b67d6bacc68d4c92
Gabriel Santos,10,0,69.0,145.0,,Orthodox,1996-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f2f140ce7532e327
Nick Sanzo,1,1,69.0,190.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1d147d4163a6989b
Bob Sapp,11,20,77.0,350.0,,Orthodox,1974-09-22,3.19,0.55,1.88,0.49,0.58,1.0,0.72,0.0,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc
Daniel Sarafian,10,6,69.0,185.0,73.0,Orthodox,1982-08-21,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,http://ufcstats.com/fighter-details/7e47047d0971d566
Jeka Saragih,13,3,68.0,155.0,69.0,Orthodox,1995-01-01,2.77,0.51,2.56,0.42,1.89,1.0,0.6,0.6,http://ufcstats.com/fighter-details/57186c150c645200
Diego Saraiva,22,20,66.0,155.0,,Orthodox,1982-04-23,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,http://ufcstats.com/fighter-details/4f4dac51adc1af4f
Harris Sarmiento,36,26,69.0,155.0,,Orthodox,1983-09-09,0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0,http://ufcstats.com/fighter-details/026b4f7049085842
Alexander Sarnavskiy,35,6,71.0,155.0,,,1989-01-17,1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0
Yuki Sasaki,25,22,74.0,185.0,,Orthodox,1976-09-12,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,http://ufcstats.com/fighter-details/e5c38954c006f15c
Kyosuke Sasaki,3,7,67.0,183.0,,Southpaw,,0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/23bd78c3f89bdb54
Yuta Sasaki,21,6,70.0,125.0,71.0,Southpaw,1989-10-07,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,http://ufcstats.com/fighter-details/7c3c48cf54a2848e
Paul Sass,14,2,72.0,155.0,73.0,Orthodox,1988-08-04,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,http://ufcstats.com/fighter-details/7b143a54451263d9
Keisuke Sasu,10,2,65.0,145.0,69.0,Switch,1994-09-30,2.73,0.49,1.86,0.57,2.61,0.3,0.61,2.6,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c
Masaaki Satake,1,8,73.0,220.0,,Orthodox,1965-08-17,1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0,http://ufcstats.com/fighter-details/f4a031ac205ac580
Takenori Sato,19,11,70.0,170.0,,Southpaw,1985-06-08,0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/276c60b14b571dd4
Takashi Sato,16,6,70.0,170.0,73.0,Southpaw,1990-06-09,2.28,0.37,4.25,0.44,0.34,0.5,0.6,0.0,http://ufcstats.com/fighter-details/8abac218746e04ca
Jeimeson Saudino,8,5,66.0,135.0,,,1991-03-05,0.66,0.3,0.82,0.84,2.47,0.5,0.0,2.5,http://ufcstats.com/fighter-details/f6f9d41669dd3eaa
Tom Sauer,25,12,73.0,263.0,,,1970-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/36ab6af06e312b41
Townsend Saunders,0,2,65.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6
Ben Saunders,22,13,74.0,170.0,77.0,Orthodox,1983-04-13,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,http://ufcstats.com/fighter-details/484acc7b0f856ce9
Chad W. Saunders,7,2,70.0,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4fe9492959834bf7
Chris Saunders,16,8,68.0,155.0,,,1986-03-11,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,http://ufcstats.com/fighter-details/b35a159f525764eb
Lumumba Sayers,6,5,72.0,185.0,,,1978-06-30,2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5,http://ufcstats.com/fighter-details/402ea3b5ee233852
Matt Sayles,8,4,67.0,155.0,68.0,Orthodox,1994-02-21,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
Brandon Sayles,5,1,77.0,265.0,,,1981-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/72b7c071910990b1
Mark Scanlon,9,2,69.0,170.0,,Orthodox,,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0,http://ufcstats.com/fighter-details/771b60ff889661c8
Eric Schafer,14,8,75.0,185.0,76.0,Orthodox,1977-09-20,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
Kerry Schall,24,13,74.0,265.0,,Orthodox,1971-08-09,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/030f08370fd1c2bb
Eric Schambari,15,6,71.0,185.0,,Orthodox,1978-04-22,1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0,http://ufcstats.com/fighter-details/66e981516e2476d1
Brendan Schaub,10,5,76.0,245.0,78.0,Orthodox,1983-03-18,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,http://ufcstats.com/fighter-details/89a407032911e27e
Matheus Scheffel,14,7,74.0,205.0,75.0,Orthodox,1992-11-04,1.33,0.36,3.0,0.47,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a296ad1d238d97df
Antonio Schembri,5,5,69.0,205.0,,Orthodox,1974-06-01,0.72,0.26,2.12,0.55,1.31,0.4,0.0,0.4,http://ufcstats.com/fighter-details/a3244e3238541482
Fabiano Scherner,11,10,75.0,257.0,,Orthodox,1972-06-30,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,http://ufcstats.com/fighter-details/0bc7e61d204f2137
Samy Schiavo,10,6,68.0,155.0,,Orthodox,1975-12-24,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,http://ufcstats.com/fighter-details/1208ffc5be6e31ad
Pat Schilling,5,2,68.0,145.0,,Orthodox,1988-08-28,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/de12bd65e2f46478
Joe Schilling,2,5,75.0,185.0,,,,2.84,0.52,2.64,0.48,0.0,0.0,0.44,0.0,http://ufcstats.com/fighter-details/f41fad444939056b
